Year,district_name,CH_nonCH,Total
2016,Hirzenbach,Foreign,4543
2016,Hirzenbach,Swiss,7920
2016,Hochschulen,Foreign,208
2016,Hochschulen,Swiss,432
2016,Hottingen,Foreign,3317
2016,Hottingen,Swiss,7796
2016,Höngg,Foreign,5785
2016,Höngg,Swiss,17638
2016,Langstrasse,Foreign,4389
2016,Langstrasse,Swiss,6756
2016,Leimbach,Foreign,1921
2016,Leimbach,Swiss,4252
2016,Lindenhof,Foreign,265
2016,Lindenhof,Swiss,707
2016,Mühlebach,Foreign,2157
2016,Mühlebach,Swiss,3980
2016,Oberstrass,Foreign,3310
2016,Oberstrass,Swiss,7484
2016,Oerlikon,Foreign,8418
2016,Oerlikon,Swiss,13743
2016,Rathaus,Foreign,987
2016,Rathaus,Swiss,2239
2016,Saatlen,Foreign,2549
2016,Saatlen,Swiss,5734
2016,Schwamendingen-Mitte,Foreign,4603
2016,Schwamendingen-Mitte,Swiss,6473
2016,Seebach,Foreign,9674
2016,Seebach,Swiss,15524
2016,Seefeld,Foreign,1949
2016,Seefeld,Swiss,3097
2016,Sihlfeld,Foreign,6652
2016,Sihlfeld,Swiss,14525
2016,Unterstrass,Foreign,6350
2016,Unterstrass,Swiss,16126
2016,Weinegg,Foreign,1590
2016,Weinegg,Swiss,3440
2016,Werd,Foreign,1603
2016,Werd,Swiss,2991
2016,Wipkingen,Foreign,4579
2016,Wipkingen,Swiss,11562
2016,Witikon,Foreign,2687
2016,Witikon,Swiss,7980
2016,Wollishofen,Foreign,4514
2016,Wollishofen,Swiss,12053
